2023-04-21 15:50:08,123 INFO    StreamThr :984660 [internal.py:wandb_internal():86] W&B internal server running at pid: 984660, started at: 2023-04-21 15:50:08.123287
2023-04-21 15:50:08,125 DEBUG   HandlerThread:984660 [handler.py:handle_request():144] handle_request: status
2023-04-21 15:50:08,125 INFO    WriterThread:984660 [datastore.py:open_for_write():85] open: /home/hardk/AMNESIA/College/Sem 4/NLP/Project/Jainit Repo/Styled_ChatBot/Final Model/wandb/run-20230421_155008-qooz5g27/run-qooz5g27.wandb
2023-04-21 15:50:08,126 DEBUG   SenderThread:984660 [sender.py:send():375] send: header
2023-04-21 15:50:08,128 DEBUG   SenderThread:984660 [sender.py:send():375] send: run
2023-04-21 15:50:08,788 INFO    SenderThread:984660 [dir_watcher.py:__init__():219] watching files in: /home/hardk/AMNESIA/College/Sem 4/NLP/Project/Jainit Repo/Styled_ChatBot/Final Model/wandb/run-20230421_155008-qooz5g27/files
2023-04-21 15:50:08,788 INFO    SenderThread:984660 [sender.py:_start_run_threads():1124] run started: qooz5g27 with start time 1682072408.123268
2023-04-21 15:50:08,788 DEBUG   SenderThread:984660 [sender.py:send_request():402] send_request: summary_record
2023-04-21 15:50:08,788 INFO    SenderThread:984660 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-21 15:50:08,789 DEBUG   HandlerThread:984660 [handler.py:handle_request():144] handle_request: check_version
2023-04-21 15:50:08,789 DEBUG   SenderThread:984660 [sender.py:send_request():402] send_request: check_version
2023-04-21 15:50:08,926 DEBUG   HandlerThread:984660 [handler.py:handle_request():144] handle_request: run_start
2023-04-21 15:50:08,930 DEBUG   HandlerThread:984660 [system_info.py:__init__():31] System info init
2023-04-21 15:50:08,930 DEBUG   HandlerThread:984660 [system_info.py:__init__():46] System info init done
2023-04-21 15:50:08,930 INFO    HandlerThread:984660 [system_monitor.py:start():181] Starting system monitor
2023-04-21 15:50:08,930 INFO    SystemMonitor:984660 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-21 15:50:08,931 INFO    HandlerThread:984660 [system_monitor.py:probe():201] Collecting system info
2023-04-21 15:50:08,931 INFO    SystemMonitor:984660 [interfaces.py:start():190] Started cpu monitoring
2023-04-21 15:50:08,931 INFO    SystemMonitor:984660 [interfaces.py:start():190] Started disk monitoring
2023-04-21 15:50:08,931 INFO    SystemMonitor:984660 [interfaces.py:start():190] Started gpu monitoring
2023-04-21 15:50:08,932 INFO    SystemMonitor:984660 [interfaces.py:start():190] Started memory monitoring
2023-04-21 15:50:08,933 INFO    SystemMonitor:984660 [interfaces.py:start():190] Started network monitoring
2023-04-21 15:50:08,941 DEBUG   HandlerThread:984660 [system_info.py:probe():195] Probing system
2023-04-21 15:50:08,943 DEBUG   HandlerThread:984660 [system_info.py:_probe_git():180] Probing git
2023-04-21 15:50:08,945 DEBUG   HandlerThread:984660 [system_info.py:_probe_git():188] Probing git done
2023-04-21 15:50:08,946 DEBUG   HandlerThread:984660 [system_info.py:probe():240] Probing system done
2023-04-21 15:50:08,946 DEBUG   HandlerThread:984660 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-38-generic-x86_64-with-glibc2.36', 'python': '3.10.7', 'heartbeatAt': '2023-04-21T10:20:08.941805', 'startedAt': '2023-04-21T10:20:08.117378', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/hardk/AMNESIA/College/Sem 4/NLP/Project/Jainit Repo/Styled_ChatBot/Final Model/main.py', 'codePath': 'Final Model/main.py', 'git': {'remote': 'https://github.com/JainitBITW/Styled_ChatBot', 'commit': 'c5c41ec48491a47a03162de22c3444f3fc62f5dc'}, 'email': 'mhardik2003@gmail.com', 'root': '/home/hardk/AMNESIA/College/Sem 4/NLP/Project/Jainit Repo/Styled_ChatBot', 'host': 'amnesia', 'username': 'hardk', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3267.5394375, 'min': 1200.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 3492.589, 'min': 1200.0, 'max': 3200.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3200.0}, {'current': 4346.671, 'min': 1200.0, 'max': 3200.0}, {'current': 4369.34, 'min': 1200.0, 'max': 3200.0}, {'current': 3995.93, 'min': 1200.0, 'max': 3200.0}, {'current': 3838.264, 'min': 1200.0, 'max': 3200.0}, {'current': 3488.888, 'min': 1200.0, 'max': 3200.0}, {'current': 2500.35, 'min': 1200.0, 'max': 3200.0}, {'current': 3749.675, 'min': 1200.0, 'max': 3200.0}, {'current': 1200.0, 'min': 1200.0, 'max': 3200.0}, {'current': 3996.713, 'min': 1200.0, 'max': 3200.0}, {'current': 3512.949, 'min': 1200.0, 'max': 3200.0}, {'current': 2111.103, 'min': 1200.0, 'max': 3200.0}, {'current': 3487.803, 'min': 1200.0, 'max': 3200.0}, {'current': 3506.186, 'min': 1200.0, 'max': 3200.0}, {'current': 3484.17, 'min': 1200.0, 'max': 3200.0}], 'disk': {'total': 89.5669059753418, 'used': 48.125244140625}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.478752136230469}}
2023-04-21 15:50:08,946 INFO    HandlerThread:984660 [system_monitor.py:probe():211] Finished collecting system info
2023-04-21 15:50:08,946 INFO    HandlerThread:984660 [system_monitor.py:probe():214] Publishing system info
